Date,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year,Home_Points,Away_Points
2021-10-01,Arsenal,Paris Saint-Germain,2,1,41,36,23,24,10,5,8,6,Home Team,2021,3,0
2019-11-14,Chelsea,Barcelona,1,5,69,55,8,20,7,4,13,14,Away Team,2019,0,3
2016-06-02,Liverpool,Juventus,2,5,52,35,11,23,8,6,10,14,Away Team,2016,0,3
2019-05-21,Liverpool,Liverpool,1,4,48,43,25,13,6,5,15,11,Away Team,2019,0,3
2021-07-15,AC Milan,Barcelona,1,0,45,46,14,22,10,5,9,13,Home Team,2021,3,0
2017-03-13,Paris Saint-Germain,Liverpool,4,4,61,55,5,5,10,3,14,6,Draw,2017,1,1
2025-01-12,Paris Saint-Germain,Bayern Munich,4,5,60,31,22,12,10,4,8,8,Away Team,2025,0,3
2025-10-20,AC Milan,Borussia Dortmund,5,2,49,34,18,18,10,6,5,9,Home Team,2025,3,0
2023-08-20,Manchester City,Manchester City,3,3,49,60,16,5,7,8,11,7,Draw,2023,1,1
2023-05-17,Juventus,Chelsea,5,2,60,39,14,9,3,2,7,8,Home Team,2023,3,0
2023-11-02,Chelsea,Arsenal,5,4,51,43,9,25,2,2,8,12,Home Team,2023,3,0
2015-03-10,Barcelona,Liverpool,3,2,45,42,25,6,10,5,15,8,Home Team,2015,3,0
2015-12-16,Paris Saint-Germain,Arsenal,1,4,46,47,13,21,4,3,8,12,Away Team,2015,0,3
2021-05-08,Barcelona,Chelsea,0,2,55,55,19,22,3,5,5,15,Away Team,2021,0,3
2015-07-18,Paris Saint-Germain,Paris Saint-Germain,5,4,49,47,13,22,2,10,14,9,Home Team,2015,3,0
2022-12-28,AC Milan,Barcelona,4,2,44,36,13,9,2,10,8,9,Home Team,2022,3,0
2020-04-07,Juventus,Juventus,5,5,62,53,8,17,9,4,13,8,Draw,2020,1,1
2018-10-09,Paris Saint-Germain,Barcelona,0,0,59,31,18,9,10,4,8,14,Draw,2018,1,1
2017-11-20,AC Milan,Bayern Munich,4,0,44,34,25,7,8,5,9,15,Home Team,2017,3,0
2021-03-31,Bayern Munich,Juventus,5,4,52,37,8,8,6,6,5,15,Home Team,2021,3,0
2017-10-14,Juventus,Manchester City,4,5,54,33,21,17,3,9,6,13,Away Team,2017,0,3
2020-12-26,Manchester City,Bayern Munich,5,1,64,38,10,15,3,2,11,13,Home Team,2020,3,0
2021-11-18,Barcelona,AC Milan,5,4,40,42,15,24,5,7,8,11,Home Team,2021,3,0
2019-01-30,Chelsea,Chelsea,2,1,57,48,12,10,9,4,5,10,Home Team,2019,3,0
2022-06-12,Liverpool,Liverpool,2,4,67,40,7,10,3,10,5,15,Away Team,2022,0,3
2018-03-02,Bayern Munich,Borussia Dortmund,0,1,69,53,17,24,7,2,15,14,Away Team,2018,0,3
2023-09-10,AC Milan,Borussia Dortmund,0,5,66,38,21,16,6,9,12,15,Away Team,2023,0,3
2017-02-18,AC Milan,Chelsea,5,0,56,40,7,16,9,2,10,14,Home Team,2017,3,0
2023-10-04,Arsenal,Paris Saint-Germain,4,2,64,56,10,17,7,4,13,14,Home Team,2023,3,0
2018-12-01,Chelsea,Chelsea,1,3,53,54,17,17,3,3,14,13,Away Team,2018,0,3
2020-11-25,Barcelona,Barcelona,5,1,44,56,7,20,6,8,9,12,Home Team,2020,3,0
2020-08-08,Arsenal,Arsenal,4,4,47,32,23,6,10,10,7,10,Draw,2020,1,1
2018-07-08,Liverpool,Paris Saint-Germain,5,2,50,32,14,20,7,6,6,11,Home Team,2018,3,0
2015-11-27,Manchester City,AC Milan,1,1,56,52,6,12,9,2,12,7,Draw,2015,1,1
2021-02-13,AC Milan,Liverpool,3,2,57,41,8,9,10,10,10,9,Home Team,2021,3,0
2022-11-07,Real Madrid,Borussia Dortmund,4,0,45,33,10,11,7,2,9,15,Home Team,2022,3,0
2015-04-24,Barcelona,Manchester City,4,4,69,53,13,20,8,5,14,6,Draw,2015,1,1
2015-11-19,Chelsea,Paris Saint-Germain,4,0,48,56,7,20,3,10,13,7,Home Team,2015,3,0
2023-10-02,Arsenal,Manchester City,3,5,66,45,6,6,7,4,10,10,Away Team,2023,0,3
2018-07-04,Juventus,Juventus,2,5,43,49,25,10,9,4,13,5,Away Team,2018,0,3
2017-06-20,Chelsea,Juventus,4,4,70,56,8,23,10,4,7,6,Draw,2017,1,1
2022-11-07,Paris Saint-Germain,Bayern Munich,3,4,51,31,21,5,5,5,11,5,Away Team,2022,0,3
2023-08-01,Real Madrid,AC Milan,1,0,55,40,6,16,9,9,11,15,Home Team,2023,3,0
2019-07-15,Barcelona,Borussia Dortmund,4,5,67,42,15,17,2,10,10,7,Away Team,2019,0,3
2022-10-15,Real Madrid,Paris Saint-Germain,3,3,42,53,25,6,6,4,15,13,Draw,2022,1,1
2015-06-11,Barcelona,Arsenal,5,0,56,60,22,9,4,9,10,10,Home Team,2015,3,0
2018-03-11,Chelsea,Paris Saint-Germain,4,2,61,31,5,8,10,3,6,12,Home Team,2018,3,0
2024-03-02,AC Milan,Juventus,1,3,58,43,23,18,8,7,5,12,Away Team,2024,0,3
2015-09-17,Chelsea,Arsenal,3,4,69,41,17,19,5,2,5,7,Away Team,2015,0,3
2023-08-20,Barcelona,Manchester City,3,0,47,44,14,11,10,3,10,13,Home Team,2023,3,0
2015-11-07,Barcelona,Arsenal,3,5,54,45,24,17,5,9,10,12,Away Team,2015,0,3
2018-09-30,Manchester City,Chelsea,5,5,66,32,11,13,6,3,6,15,Draw,2018,1,1
2016-12-08,Chelsea,Barcelona,4,4,44,34,25,9,3,4,14,9,Draw,2016,1,1
2016-04-16,Bayern Munich,Borussia Dortmund,5,4,70,55,20,9,10,7,7,7,Home Team,2016,3,0
2025-02-24,Chelsea,Chelsea,2,4,66,36,20,8,8,7,14,5,Away Team,2025,0,3
2020-02-12,Paris Saint-Germain,Juventus,0,0,64,59,16,18,8,6,10,5,Draw,2020,1,1
2019-03-09,Real Madrid,Chelsea,3,2,42,39,7,13,3,2,6,5,Home Team,2019,3,0
2018-07-28,AC Milan,Arsenal,3,4,45,34,23,8,3,8,9,12,Away Team,2018,0,3
2016-12-21,Arsenal,Paris Saint-Germain,4,3,62,45,15,15,5,9,9,10,Home Team,2016,3,0
2015-08-13,Arsenal,AC Milan,3,5,65,30,10,17,9,10,11,7,Away Team,2015,0,3
2024-08-16,Manchester City,Paris Saint-Germain,1,1,61,41,14,19,2,8,11,11,Draw,2024,1,1
2016-08-06,AC Milan,Chelsea,0,0,53,32,23,22,2,10,5,7,Draw,2016,1,1
2017-04-02,AC Milan,Barcelona,2,3,68,57,9,6,9,5,7,15,Away Team,2017,0,3
2024-06-18,Bayern Munich,Juventus,2,4,65,33,25,23,9,2,10,8,Away Team,2024,0,3
2025-06-10,AC Milan,Barcelona,2,0,66,54,7,20,2,7,5,11,Home Team,2025,3,0
2022-10-29,Liverpool,Paris Saint-Germain,0,0,40,41,13,13,6,7,5,8,Draw,2022,1,1
2015-11-01,Paris Saint-Germain,AC Milan,3,4,69,31,9,11,3,4,9,12,Away Team,2015,0,3
2022-09-16,Manchester City,Juventus,1,3,44,40,22,16,8,5,10,7,Away Team,2022,0,3
2024-03-17,Manchester City,Arsenal,5,5,54,54,15,10,7,5,13,12,Draw,2024,1,1
2022-01-24,Real Madrid,Arsenal,3,0,44,51,24,21,7,3,5,10,Home Team,2022,3,0
2024-03-09,Chelsea,Bayern Munich,4,4,58,31,5,13,9,4,15,14,Draw,2024,1,1
2021-04-01,Barcelona,AC Milan,1,1,69,37,7,20,9,8,15,9,Draw,2021,1,1
2020-08-18,Barcelona,Barcelona,2,4,63,34,19,19,8,2,5,13,Away Team,2020,0,3
2019-11-27,Bayern Munich,Borussia Dortmund,3,4,58,49,7,12,10,9,10,14,Away Team,2019,0,3
2025-04-09,Juventus,Juventus,3,4,60,58,18,24,2,5,10,6,Away Team,2025,0,3
2024-10-22,Paris Saint-Germain,Barcelona,4,4,65,33,9,18,5,3,12,14,Draw,2024,1,1
2022-07-23,Real Madrid,Barcelona,4,1,47,56,7,8,9,6,7,7,Home Team,2022,3,0
2020-02-26,Manchester City,Barcelona,2,1,52,36,12,7,5,10,7,11,Home Team,2020,3,0
2015-12-09,Barcelona,AC Milan,1,2,56,36,12,5,6,10,14,5,Away Team,2015,0,3
2016-12-13,Juventus,Chelsea,2,1,59,59,16,17,10,2,12,14,Home Team,2016,3,0
2020-05-22,Manchester City,Juventus,4,0,47,54,19,23,4,9,8,7,Home Team,2020,3,0
2023-05-29,Barcelona,Manchester City,2,4,42,33,22,24,5,3,12,15,Away Team,2023,0,3
2016-05-30,Barcelona,Chelsea,0,1,55,57,24,19,10,5,14,11,Away Team,2016,0,3
2020-01-21,AC Milan,AC Milan,0,0,63,59,11,17,3,2,5,7,Draw,2020,1,1
2022-08-09,Arsenal,Barcelona,1,3,58,47,17,16,10,6,6,11,Away Team,2022,0,3
2019-01-28,Arsenal,AC Milan,4,1,50,30,13,12,2,4,6,15,Home Team,2019,3,0
2024-01-28,Bayern Munich,Juventus,2,4,59,54,5,16,6,6,6,6,Away Team,2024,0,3
2015-11-24,Real Madrid,Chelsea,5,4,62,31,18,7,4,8,5,9,Home Team,2015,3,0
2016-11-28,Paris Saint-Germain,Arsenal,4,2,46,47,21,11,3,7,7,5,Home Team,2016,3,0
2023-12-21,Bayern Munich,Liverpool,2,5,42,46,20,6,7,5,11,9,Away Team,2023,0,3
2023-12-11,Manchester City,Arsenal,2,4,63,35,19,16,8,10,11,7,Away Team,2023,0,3
2022-09-25,Real Madrid,Chelsea,2,5,41,37,24,19,9,7,8,13,Away Team,2022,0,3
2021-07-16,Arsenal,Paris Saint-Germain,2,1,60,57,22,16,10,5,7,11,Home Team,2021,3,0
2015-08-22,Chelsea,Juventus,3,2,58,50,22,18,5,3,7,11,Home Team,2015,3,0
2015-03-25,AC Milan,Arsenal,5,5,47,31,16,23,5,5,5,12,Draw,2015,1,1
2019-08-12,Barcelona,Manchester City,2,5,42,58,18,12,2,10,7,15,Away Team,2019,0,3
2024-02-06,AC Milan,Chelsea,0,1,67,54,10,16,7,3,15,7,Away Team,2024,0,3
2016-09-12,Bayern Munich,AC Milan,5,0,50,39,8,23,8,10,13,7,Home Team,2016,3,0
2019-11-10,Chelsea,Chelsea,3,4,57,33,12,11,5,4,8,9,Away Team,2019,0,3
2015-07-04,Juventus,Chelsea,0,3,60,48,9,15,10,3,15,6,Away Team,2015,0,3
2016-12-24,Chelsea,Juventus,3,0,63,36,21,16,3,8,7,10,Home Team,2016,3,0
2020-05-21,Manchester City,AC Milan,4,0,49,53,17,25,7,5,11,7,Home Team,2020,3,0
2020-08-01,Chelsea,AC Milan,4,4,58,34,23,9,5,7,11,15,Draw,2020,1,1
2016-01-20,Paris Saint-Germain,Liverpool,1,2,67,34,13,21,7,9,15,9,Away Team,2016,0,3
2025-01-19,Manchester City,Arsenal,0,5,40,54,20,20,5,9,9,12,Away Team,2025,0,3
2020-04-30,Barcelona,AC Milan,5,0,67,36,11,14,2,5,7,8,Home Team,2020,3,0
2018-05-25,Real Madrid,Liverpool,0,2,55,39,21,12,4,3,12,5,Away Team,2018,0,3
2019-01-24,Barcelona,Arsenal,4,3,58,59,14,8,3,7,5,15,Home Team,2019,3,0
2024-06-14,Manchester City,Bayern Munich,3,3,67,49,17,10,6,7,10,6,Draw,2024,1,1
2017-10-26,Paris Saint-Germain,Chelsea,4,2,50,60,13,8,9,6,9,5,Home Team,2017,3,0
2018-05-19,Arsenal,Manchester City,5,2,57,37,15,8,5,8,5,10,Home Team,2018,3,0
2015-11-02,Manchester City,Liverpool,0,0,55,45,5,11,9,10,5,6,Draw,2015,1,1
2019-02-13,Juventus,Manchester City,3,1,57,45,17,17,3,4,11,14,Home Team,2019,3,0
2015-10-04,Real Madrid,Manchester City,4,4,53,52,12,6,7,10,6,5,Draw,2015,1,1
2016-12-30,Arsenal,Borussia Dortmund,1,1,61,42,20,19,2,2,9,10,Draw,2016,1,1
2020-04-18,Liverpool,Barcelona,3,4,59,55,22,12,6,5,15,15,Away Team,2020,0,3
2018-03-22,Chelsea,Arsenal,4,3,45,43,5,5,2,5,5,10,Home Team,2018,3,0
2020-04-05,Liverpool,Liverpool,4,3,60,46,14,19,8,10,11,6,Home Team,2020,3,0
2023-03-22,Paris Saint-Germain,Liverpool,2,3,49,59,24,8,4,9,5,15,Away Team,2023,0,3
2024-11-19,Juventus,Juventus,3,5,68,36,9,16,2,4,9,14,Away Team,2024,0,3
2018-12-02,Liverpool,Arsenal,5,3,43,32,15,13,7,4,13,6,Home Team,2018,3,0
2020-05-10,Real Madrid,Paris Saint-Germain,5,1,65,31,12,21,4,8,15,9,Home Team,2020,3,0
2020-06-24,Liverpool,AC Milan,1,3,58,49,22,8,10,8,13,12,Away Team,2020,0,3
2018-01-18,Bayern Munich,Arsenal,5,5,60,43,16,12,5,7,9,15,Draw,2018,1,1
2020-08-12,AC Milan,Paris Saint-Germain,4,5,52,37,19,6,7,5,10,13,Away Team,2020,0,3
2016-08-16,Manchester City,Bayern Munich,4,1,65,59,12,22,10,9,13,12,Home Team,2016,3,0
2015-07-01,Arsenal,Barcelona,3,5,65,51,5,20,4,9,11,14,Away Team,2015,0,3
2019-03-17,Barcelona,Paris Saint-Germain,0,5,68,50,17,22,6,2,14,11,Away Team,2019,0,3
2021-12-19,Juventus,Paris Saint-Germain,0,4,50,53,8,20,7,2,9,8,Away Team,2021,0,3
2018-06-25,Real Madrid,Chelsea,5,0,52,55,8,18,10,2,11,12,Home Team,2018,3,0
2018-09-10,Paris Saint-Germain,Juventus,4,1,59,49,22,10,4,3,13,6,Home Team,2018,3,0
2016-08-28,AC Milan,Borussia Dortmund,2,1,57,41,8,17,2,4,10,10,Home Team,2016,3,0
2019-08-25,Juventus,Borussia Dortmund,3,5,51,46,11,22,4,8,15,6,Away Team,2019,0,3
2023-05-14,Real Madrid,Borussia Dortmund,3,1,56,35,17,24,10,7,11,6,Home Team,2023,3,0
2024-03-05,Arsenal,Manchester City,2,0,61,60,10,13,10,4,9,15,Home Team,2024,3,0
2022-07-01,Manchester City,Chelsea,0,1,57,32,24,11,10,5,8,9,Away Team,2022,0,3
2022-06-01,Arsenal,Liverpool,3,3,51,57,15,6,5,10,12,11,Draw,2022,1,1
2023-10-04,Juventus,AC Milan,1,0,40,48,25,5,6,6,10,13,Home Team,2023,3,0
2023-05-16,Bayern Munich,Manchester City,5,1,52,46,24,14,3,6,8,8,Home Team,2023,3,0
2023-06-11,Paris Saint-Germain,Bayern Munich,0,3,67,32,15,18,3,4,13,15,Away Team,2023,0,3
2019-04-25,Real Madrid,Bayern Munich,3,3,46,39,12,19,7,4,11,14,Draw,2019,1,1
2022-01-04,Manchester City,Paris Saint-Germain,2,3,66,31,12,21,7,2,14,8,Away Team,2022,0,3
2019-11-24,Liverpool,Manchester City,0,4,47,39,19,12,2,10,14,6,Away Team,2019,0,3
2025-12-06,Juventus,Liverpool,0,4,67,55,9,8,2,3,14,11,Away Team,2025,0,3
2023-05-27,AC Milan,Manchester City,0,0,44,51,25,20,7,8,12,9,Draw,2023,1,1
2023-07-21,Arsenal,Barcelona,5,2,47,55,13,20,5,10,14,7,Home Team,2023,3,0
2022-01-19,Chelsea,Borussia Dortmund,1,4,68,48,6,6,6,5,11,8,Away Team,2022,0,3
2025-11-30,Barcelona,Bayern Munich,2,0,46,35,23,11,2,2,15,8,Home Team,2025,3,0
2022-08-26,Juventus,Paris Saint-Germain,1,2,43,54,16,12,4,8,15,5,Away Team,2022,0,3
2020-02-22,AC Milan,Juventus,2,0,43,59,9,20,8,10,12,7,Home Team,2020,3,0
2015-04-23,Bayern Munich,Liverpool,0,1,53,35,12,23,4,10,5,8,Away Team,2015,0,3
2019-07-28,Real Madrid,AC Milan,5,3,62,45,21,5,10,5,10,12,Home Team,2019,3,0
2020-09-09,AC Milan,Arsenal,1,1,44,36,14,6,9,10,10,7,Draw,2020,1,1
2025-09-01,AC Milan,Barcelona,4,3,44,34,5,6,3,10,7,15,Home Team,2025,3,0
2022-10-27,AC Milan,Arsenal,3,3,56,43,19,22,10,8,13,11,Draw,2022,1,1
2019-05-12,Chelsea,Juventus,5,3,45,42,15,15,2,4,11,12,Home Team,2019,3,0
2020-07-28,Barcelona,AC Milan,0,1,67,59,19,16,9,3,13,10,Away Team,2020,0,3
2021-01-10,Bayern Munich,Arsenal,1,4,65,34,19,8,5,6,10,7,Away Team,2021,0,3
2021-05-24,Liverpool,Barcelona,0,4,57,34,18,17,5,10,12,11,Away Team,2021,0,3
2023-02-11,Bayern Munich,Juventus,4,4,60,40,24,22,10,7,12,13,Draw,2023,1,1
2018-12-21,Barcelona,Chelsea,2,0,56,47,18,6,5,9,5,11,Home Team,2018,3,0
2021-01-21,Chelsea,Paris Saint-Germain,3,0,69,41,19,24,9,3,11,6,Home Team,2021,3,0
2017-12-02,Bayern Munich,Chelsea,2,5,57,40,8,10,7,9,13,7,Away Team,2017,0,3
2015-12-24,Chelsea,Manchester City,2,1,66,45,5,13,3,6,11,12,Home Team,2015,3,0
2016-02-17,Arsenal,Arsenal,4,0,41,37,9,13,10,7,10,5,Home Team,2016,3,0
2021-02-02,AC Milan,Barcelona,2,0,48,47,14,20,2,8,7,9,Home Team,2021,3,0
2023-01-05,Arsenal,Barcelona,0,5,53,50,17,13,5,9,6,13,Away Team,2023,0,3
2019-11-08,Juventus,Manchester City,5,2,60,50,17,16,6,10,13,11,Home Team,2019,3,0
2018-09-07,AC Milan,Barcelona,5,3,49,50,10,12,4,3,5,12,Home Team,2018,3,0
2023-10-28,Bayern Munich,Juventus,1,5,56,48,12,10,9,3,11,11,Away Team,2023,0,3
2025-07-20,AC Milan,Manchester City,3,2,47,34,15,10,6,3,11,12,Home Team,2025,3,0
2023-04-24,Liverpool,Arsenal,1,5,48,50,13,14,6,9,11,5,Away Team,2023,0,3
2019-03-02,Manchester City,Juventus,1,4,40,38,22,19,3,6,5,11,Away Team,2019,0,3
2023-07-27,Barcelona,Borussia Dortmund,4,2,42,36,15,6,4,9,14,11,Home Team,2023,3,0
2020-07-14,Arsenal,Manchester City,0,1,47,32,8,21,4,4,7,10,Away Team,2020,0,3
2020-11-09,Real Madrid,Juventus,5,5,58,42,8,23,5,7,8,7,Draw,2020,1,1
2025-11-12,Real Madrid,Borussia Dortmund,0,3,58,56,23,12,7,2,10,14,Away Team,2025,0,3
2019-07-02,Manchester City,Barcelona,3,3,46,31,7,11,2,8,7,9,Draw,2019,1,1
2022-10-03,Arsenal,AC Milan,4,0,64,40,15,24,2,4,15,12,Home Team,2022,3,0
2024-06-06,Real Madrid,Arsenal,0,2,70,53,14,9,10,2,6,14,Away Team,2024,0,3
2015-05-26,AC Milan,Manchester City,1,2,53,50,19,18,5,10,13,8,Away Team,2015,0,3
2017-06-21,AC Milan,Liverpool,5,1,48,57,13,9,10,4,5,13,Home Team,2017,3,0
2018-08-01,Barcelona,Juventus,5,1,69,58,25,5,4,9,8,7,Home Team,2018,3,0
2021-06-30,Liverpool,Borussia Dortmund,4,3,56,54,23,16,5,10,7,11,Home Team,2021,3,0
2025-01-30,Real Madrid,Borussia Dortmund,0,0,57,40,6,7,3,7,11,15,Draw,2025,1,1
2024-07-21,Paris Saint-Germain,Liverpool,0,2,62,39,16,23,4,9,15,10,Away Team,2024,0,3
2022-04-22,Barcelona,Bayern Munich,0,2,64,59,20,8,10,2,12,14,Away Team,2022,0,3
2019-10-13,Barcelona,Chelsea,1,1,64,34,22,5,4,9,12,5,Draw,2019,1,1
2021-06-19,Bayern Munich,Paris Saint-Germain,2,4,63,58,21,18,7,6,7,12,Away Team,2021,0,3
2018-01-09,Real Madrid,AC Milan,0,3,46,49,24,7,9,4,13,13,Away Team,2018,0,3
2019-10-11,Bayern Munich,Arsenal,5,1,45,49,19,12,10,9,9,10,Home Team,2019,3,0
2021-10-06,Manchester City,Paris Saint-Germain,3,4,67,46,7,13,7,8,11,7,Away Team,2021,0,3
2017-11-06,Juventus,Juventus,4,0,43,55,22,23,8,2,7,12,Home Team,2017,3,0
2024-09-15,Paris Saint-Germain,Liverpool,0,2,57,57,15,12,10,6,12,6,Away Team,2024,0,3
2019-07-26,Barcelona,Juventus,2,0,48,33,22,11,5,7,13,12,Home Team,2019,3,0
2019-02-06,Arsenal,Bayern Munich,2,2,57,43,8,9,9,7,13,12,Draw,2019,1,1
2021-02-25,Liverpool,Juventus,5,5,40,30,22,18,5,4,6,11,Draw,2021,1,1
2015-04-22,Arsenal,Liverpool,3,3,57,56,17,19,8,4,6,8,Draw,2015,1,1
2025-09-14,Real Madrid,Juventus,5,2,43,37,24,13,6,7,12,7,Home Team,2025,3,0
2024-05-04,Chelsea,Paris Saint-Germain,0,2,55,30,23,23,7,7,6,9,Away Team,2024,0,3
2020-12-14,Real Madrid,Manchester City,2,5,62,42,19,18,6,6,11,13,Away Team,2020,0,3
2019-12-06,Real Madrid,Borussia Dortmund,4,1,41,51,17,10,8,9,12,6,Home Team,2019,3,0
2020-07-29,AC Milan,Arsenal,1,0,44,46,20,13,3,10,13,13,Home Team,2020,3,0
2016-06-04,Barcelona,Paris Saint-Germain,0,0,55,45,15,5,10,5,7,8,Draw,2016,1,1
2023-06-11,Liverpool,Manchester City,1,4,50,43,16,25,6,10,6,10,Away Team,2023,0,3
2017-12-12,Liverpool,Chelsea,2,1,53,31,11,24,2,4,14,7,Home Team,2017,3,0
2024-08-20,Liverpool,AC Milan,5,2,55,37,21,18,7,6,13,5,Home Team,2024,3,0
2015-01-03,Liverpool,Liverpool,1,5,42,39,14,10,7,6,10,10,Away Team,2015,0,3
2015-01-05,Manchester City,Manchester City,2,2,70,57,16,18,2,4,5,15,Draw,2015,1,1
2025-02-11,Paris Saint-Germain,Borussia Dortmund,3,5,60,59,22,16,6,4,15,13,Away Team,2025,0,3
2016-05-07,Bayern Munich,Bayern Munich,1,5,42,55,15,6,6,8,10,15,Away Team,2016,0,3
2023-02-26,Juventus,Barcelona,0,1,67,43,10,13,8,9,8,12,Away Team,2023,0,3
2022-06-25,Real Madrid,Liverpool,5,2,57,43,17,20,8,3,11,8,Home Team,2022,3,0
2021-08-03,AC Milan,Liverpool,1,5,66,58,18,5,5,6,13,15,Away Team,2021,0,3
2022-08-14,Bayern Munich,Chelsea,3,0,49,31,8,17,5,10,5,12,Home Team,2022,3,0
2024-06-06,Arsenal,Liverpool,5,2,43,59,8,12,9,2,5,6,Home Team,2024,3,0
2020-01-25,Barcelona,Paris Saint-Germain,2,3,42,41,14,17,10,7,10,11,Away Team,2020,0,3
2017-07-03,Liverpool,Chelsea,3,5,49,39,16,9,7,3,13,9,Away Team,2017,0,3
2016-11-27,Chelsea,Bayern Munich,4,4,59,51,18,22,3,4,8,5,Draw,2016,1,1
2020-11-19,Barcelona,Liverpool,1,4,54,48,19,25,2,10,9,9,Away Team,2020,0,3
2016-12-16,Barcelona,Liverpool,2,1,48,36,14,8,6,9,13,14,Home Team,2016,3,0
2025-07-14,Arsenal,AC Milan,5,2,44,55,10,12,6,6,7,15,Home Team,2025,3,0
2016-07-23,Paris Saint-Germain,Manchester City,0,3,47,42,17,9,9,9,7,10,Away Team,2016,0,3
2016-09-02,Paris Saint-Germain,Barcelona,4,4,46,31,6,12,9,8,15,9,Draw,2016,1,1
2016-09-06,Bayern Munich,Arsenal,0,0,69,46,12,23,2,10,12,13,Draw,2016,1,1
2021-01-01,Barcelona,AC Milan,5,0,44,50,10,5,4,4,12,8,Home Team,2021,3,0
2022-05-19,Manchester City,Manchester City,3,4,58,40,10,21,8,9,11,15,Away Team,2022,0,3
2015-12-09,Barcelona,Juventus,5,4,49,51,10,8,7,8,5,12,Home Team,2015,3,0
2016-10-10,Bayern Munich,Manchester City,3,0,65,55,11,24,5,2,12,8,Home Team,2016,3,0
2022-02-18,Bayern Munich,Bayern Munich,5,0,51,33,25,17,2,8,5,15,Home Team,2022,3,0
2018-08-27,Juventus,AC Milan,3,5,58,37,18,17,8,2,9,10,Away Team,2018,0,3
2016-08-04,Liverpool,Juventus,2,0,49,60,17,9,3,8,9,15,Home Team,2016,3,0
2021-01-23,Bayern Munich,Arsenal,4,2,57,42,7,9,8,10,11,9,Home Team,2021,3,0
2024-02-13,Juventus,Manchester City,3,0,60,34,5,7,9,10,11,15,Home Team,2024,3,0
2018-04-15,Arsenal,Manchester City,3,4,42,48,8,10,4,5,15,7,Away Team,2018,0,3
2017-11-06,Real Madrid,Bayern Munich,4,0,50,46,20,16,3,4,9,11,Home Team,2017,3,0
2017-03-09,Juventus,Bayern Munich,4,0,55,35,13,9,8,5,7,9,Home Team,2017,3,0
2017-08-30,Real Madrid,Paris Saint-Germain,1,4,52,50,19,22,5,8,8,8,Away Team,2017,0,3
2019-11-12,Barcelona,Liverpool,3,5,49,41,13,25,8,4,10,15,Away Team,2019,0,3
2022-03-20,Bayern Munich,Paris Saint-Germain,0,1,50,44,22,17,5,7,13,5,Away Team,2022,0,3
2018-10-23,Real Madrid,Barcelona,0,5,45,32,7,23,10,9,8,15,Away Team,2018,0,3
2015-12-22,Paris Saint-Germain,Liverpool,2,5,51,54,12,5,8,5,11,8,Away Team,2015,0,3
2020-09-22,Arsenal,Liverpool,5,1,48,51,17,9,3,8,11,10,Home Team,2020,3,0
2021-04-02,AC Milan,Juventus,4,4,52,52,20,13,5,3,10,9,Draw,2021,1,1
2016-01-15,Chelsea,Paris Saint-Germain,2,4,54,60,10,17,4,6,14,9,Away Team,2016,0,3
2017-10-10,Arsenal,Juventus,0,4,56,35,7,21,2,5,12,14,Away Team,2017,0,3
2020-05-27,Arsenal,Juventus,2,1,46,41,19,20,9,8,7,10,Home Team,2020,3,0
2022-08-04,Bayern Munich,Liverpool,0,4,45,45,15,24,9,3,6,15,Away Team,2022,0,3
2025-12-14,Liverpool,Paris Saint-Germain,4,0,45,41,6,22,2,8,10,9,Home Team,2025,3,0
2019-02-17,Liverpool,Chelsea,1,2,64,37,24,10,9,2,14,7,Away Team,2019,0,3
2024-01-06,Paris Saint-Germain,Barcelona,2,1,43,48,21,21,7,10,12,12,Home Team,2024,3,0
2023-06-09,Manchester City,Arsenal,2,2,58,31,19,19,6,6,12,6,Draw,2023,1,1
2024-01-11,Manchester City,Barcelona,0,3,50,33,6,18,10,7,13,5,Away Team,2024,0,3
2023-01-24,Arsenal,AC Milan,0,2,57,48,23,25,3,6,8,8,Away Team,2023,0,3
2015-11-08,Liverpool,Borussia Dortmund,5,3,60,55,19,13,10,10,7,10,Home Team,2015,3,0
2020-08-25,Liverpool,Chelsea,5,2,65,49,13,18,10,2,11,9,Home Team,2020,3,0
2023-02-13,AC Milan,Barcelona,4,1,49,39,14,18,4,3,15,13,Home Team,2023,3,0
2025-11-13,Juventus,AC Milan,4,2,64,33,15,14,7,4,7,15,Home Team,2025,3,0
2020-06-23,Paris Saint-Germain,Manchester City,1,5,51,32,20,20,8,7,13,5,Away Team,2020,0,3
2016-11-15,Chelsea,Paris Saint-Germain,2,3,68,38,8,6,7,4,7,5,Away Team,2016,0,3
2015-08-14,Barcelona,AC Milan,2,4,65,54,15,19,4,10,8,7,Away Team,2015,0,3
2023-05-05,Manchester City,Chelsea,3,5,57,46,22,17,4,10,9,13,Away Team,2023,0,3
2016-12-09,Paris Saint-Germain,Bayern Munich,2,0,53,54,24,14,7,5,5,12,Home Team,2016,3,0
2017-05-21,Arsenal,Bayern Munich,3,0,48,35,11,10,8,4,14,15,Home Team,2017,3,0
2021-02-26,Arsenal,Manchester City,5,2,47,34,8,13,2,10,13,10,Home Team,2021,3,0
